"id","sortNumber","publicAccess","objectNumber","area","areaTC","category","categoryTC","archivalLevel","archivalLevelTC","title","titleTC","displayDate","displayDateTC","beginDate","endDate","dimension","dimensionTC","dimensionElement","dimensionUnit","dimensionWidth","dimensionHeight","dimensionDepth","medium","mediumTC","creditLine","creditLineTC","constituents","constituentsRole","constituentsRoleTC","images","colorPredominant","color-red","color-gray","color-blue","color-black","color-teal","color-brown","color-orange","color-white","color-green","color-yellow","color-pink","color-purple","ArtistGroupsAndMovementsTitle","ArtistGroupsAndMovementsTitleTC","ArtistGroupsAndMovementsDescription","ArtistGroupsAndMovementsDescriptionTC","ArtistGroupsAndMovementsTimeline","ArtistGroupsAndMovementsBeginDate","ArtistGroupsAndMovementsEndDate","ArtistGroupsAndMovementsDisplayDate","ArtistGroupsAndMovementsPublicAccess"
2426,"2012   720",true,"2012.720","[""Visual Art""]","[""視覺藝術""]","[""Photography"",""Performance""]","[""攝影"",""行為展演""]",,,"Fen–Ma Liuming Walks the Great Wall","芬 馬六明在長城行走","1998","1998",1998,1998,"sheet: 60 × 50.7 cm; image: 31.3 × 34.3 cm","紙本︰60 × 50.7 厘米; 圖像︰31.3 × 34.3 厘米","sheet","cm",50.7,60,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[336]","[""Artist""]","[""藝術家""]","[""Monochrome photograph showing the nude artist walking the Great Wall of China, which appears in the background with two watchtowers and is set in a hilly and grassy landscape.""]","[{""color"":""#C9CACD"",""value"":32.9},{""color"":""#717275"",""value"":26.7},{""color"":""#3E3D40"",""value"":21.2},{""color"":""#D3D5D6"",""value"":13.9},{""color"":""#717475"",""value"":2.8}]",0,62.3,0,21.2,0,0,0,13.9,0,0,0,0,,,,,,,,,
2427,"2012   995",true,"2012.995","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (4/10)","無題 (4/10)","1999","1999",1999,1999,"sheet: 50.6 × 35.7 cm; image: 45.8 × 38.7 cm","紙本︰50.6 × 35.7 厘米; 圖像︰45.8 × 38.7 厘米","sheet","cm",35.7,50.6,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph of a woman and a man who appear to be composed through a photo collage. Disproportionately large faces have been placed onto seated, stylish bodies. The woman, on the viewer's left, sits with her head tilted upwards and mouth opened. The man, on the right, holds an ice-cream cone. Residential buildings form the backdrop.""]","[{""color"":""#151416"",""value"":21.3},{""color"":""#BABCBD"",""value"":18.9},{""color"":""#272524"",""value"":17.5},{""color"":""#BFC1C0"",""value"":10.8},{""color"":""#1D1F1F"",""value"":6.7},{""color"":""#D1D1CF"",""value"":5.9},{""color"":""#888C89"",""value"":4.7},{""color"":""#787974"",""value"":3.4},{""color"":""#D3D2D2"",""value"":3.4},{""color"":""#8B9192"",""value"":2.5}]",0,40.4,0,45.5,0,0,0,9.3,0,0,0,0,,,,,,,,,
2428,"2012   996",true,"2012.996","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (2/10)","無題 (2/10)","1999","1999",1999,1999,"sheet: 50.6 × 35.6 cm; image: 45.7 × 35.6 cm","紙本︰50.6 × 35.6 厘米; 圖像︰45.7 × 35.6 厘米","sheet","cm",35.6,50.6,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph of a figure who appears to be composed through a photo collage. A disproportionately large head is placed on a body wearing platform wedges and sitting on a stoop. The figure holds a cigarette and has a harshly-lit and face. A pair of jeans hovers above. One leg is stretched almost horizontally, and the other drapes down on the viewer's left.""]","[{""color"":""#262422"",""value"":32.8},{""color"":""#161516"",""value"":13.8},{""color"":""#C8C9C9"",""value"":12.8},{""color"":""#CCCCCE"",""value"":8.3},{""color"":""#CECECC"",""value"":7.8},{""color"":""#7A7773"",""value"":7.7},{""color"":""#CDCDCD"",""value"":7.6},{""color"":""#CBCDCC"",""value"":5.1}]",0,20.5,0,46.6,0,0,0,28.8,0,0,0,0,,,,,,,,,
2429,"2012   997",true,"2012.997","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (4/10)","無題 (4/10)","1999","1999",1999,1999,"sheet: 50.6 × 35.6 cm; image: 45.7 × 28.4 cm","紙本︰50.6 × 35.6 厘米; 圖像︰45.7 × 28.4 厘米","sheet","cm",35.6,50.6,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph showing of a figure who appears to be composed through a photo collage. A disproportionately large head is placed on a body wearing platform wedges and sitting on the viewer's left, at the foot of stairs that lead diagonally upwards. A poster on the far left, placed on a building's facade, features Chinese characters including the word for syphilis.""]","[{""color"":""#C5C9CB"",""value"":31.7},{""color"":""#C9CBCF"",""value"":26.8},{""color"":""#1A1A1C"",""value"":23.8},{""color"":""#1E2021"",""value"":6.8},{""color"":""#7A7F83"",""value"":3.6},{""color"":""#292828"",""value"":2.9}]",0,35.3,0,33.5,0,0,0,26.8,0,0,0,0,,,,,,,,,
2430,"2012   998",true,"2012.998","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (3/10)","無題 (3/10)","1999","1999",1999,1999,"sheet: 50.6 × 35.6 cm; image: 32.2 × 45.7 cm","紙本︰50.6 × 35.6 厘米; 圖像︰32.2 × 45.7 厘米","sheet","cm",35.6,50.6,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph showing three figures who appear to be composed through photo collage. Harshly-lit and disproportionately large faces are placed on bodies that sit around a table with bowls, plates, chopsticks, and glasses. The left arm of the middle figure is wrapped around the figure on the viewer's left. The background is filled with silhouettes and bright lights.""]","[{""color"":""#CBCDCF"",""value"":30.9},{""color"":""#181719"",""value"":24.1},{""color"":""#292827"",""value"":16.7},{""color"":""#D1D2D4"",""value"":9.5},{""color"":""#1F2020"",""value"":6},{""color"":""#CACCCB"",""value"":3.3},{""color"":""#7D7D79"",""value"":2.5},{""color"":""#848785"",""value"":2.3}]",0,4.8,0,46.8,0,0,0,43.6,0,0,0,0,,,,,,,,,
2431,"2012   999",true,"2012.999","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (2/10)","無題 (2/10)","1999","1999",1999,1999,"sheet: 50.6 × 35.7 cm; image: 45.7 × 33.5 cm","紙本︰50.6 × 35.7 厘米; 圖像︰45.7 × 33.5 厘米","sheet","cm",35.7,50.6,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph showing a figure who appears to be composed through photo collage. A disproportionately large head is placed on a body that leans forward with the right hand on the raised, stockinged left leg. The back of the left hand rests on the left cheek. The figure is positioned between two walls, with a dark space behind.""]","[{""color"":""#1C1C1E"",""value"":45.2},{""color"":""#CECFD2"",""value"":20.5},{""color"":""#D7D8DA"",""value"":11.2},{""color"":""#141617"",""value"":9.1},{""color"":""#7E7E83"",""value"":7.3},{""color"":""#353333"",""value"":2.8}]",0,7.3,0,57.1,0,0,0,31.7,0,0,0,0,,,,,,,,,
2432,"2012  1000",true,"2012.1000","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (2/10)","無題 (2/10)","1999","1999",1999,1999,"sheet: 50.6 × 35.7 cm; image: 45.2 × 28.6 cm","紙本︰50.6 × 35.7 厘米; 圖像︰45.2 × 28.6 厘米","sheet","cm",35.7,50.6,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph showing two figures who appear to be composed through photo collage against a background of bookshelves and portraits. The figure in the lower half lies upside down with knees bent and the head outside the frame. The woman above has a disproportionately large face and leans against the right leg of the figure below.""]","[{""color"":""#201F21"",""value"":35.8},{""color"":""#CFD0D3"",""value"":28.2},{""color"":""#D0D3D5"",""value"":14.2},{""color"":""#2E2B2B"",""value"":12.2},{""color"":""#7F7F84"",""value"":5.7}]",0,5.7,0,48,0,0,0,42.4,0,0,0,0,,,,,,,,,
2433,"2012  1001",true,"2012.1001","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (2/10)","無題 (2/10)","1999","1999",1999,1999,"sheet: 50.6 × 35.7 cm; image: 39.5 × 35.7 cm","紙本︰50.6 × 35.7 厘米; 圖像︰39.5 × 35.7 厘米","sheet","cm",35.7,50.6,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph showing two figures who appear to be composed through photo collage with disproportionately large faces and closed eyes. The man in the centre wears a jacket and holds a cigarette in his right hand. On the viewer's right is the side view of a figure with the face turned towards the left shoulder.""]","[{""color"":""#171718"",""value"":29.2},{""color"":""#272625"",""value"":23},{""color"":""#C8CACB"",""value"":21.5},{""color"":""#D2D3D5"",""value"":11},{""color"":""#212222"",""value"":4.9},{""color"":""#C6C8C7"",""value"":2.5},{""color"":""#8C9091"",""value"":2.3},{""color"":""#868987"",""value"":2.2}]",0,28.4,0,57,0,0,0,11,0,0,0,0,,,,,,,,,
2434,"2012  1002",true,"2012.1002","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (1/10)","無題 (1/10)","1999","1999",1999,1999,"sheet: 50.6 × 35.6 cm; image: 41.8 × 35 cm","紙本︰50.6 × 35.6 厘米; 圖像︰41.8 × 35 厘米","sheet","cm",35.6,50.6,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph showing two figures who appear to be composed through photo collage. The woman on the viewer's left sits on a tiled structure. Her disproportionately large left hand forms a thumbs-up sign. The figure on the right holds a drink can in his left hand. Their faces partially cover Chinese characters in the upper half.""]","[{""color"":""#18181B"",""value"":43.4},{""color"":""#CACBCF"",""value"":28.4},{""color"":""#D3D4D6"",""value"":10.6},{""color"":""#121415"",""value"":8.2},{""color"":""#7F8085"",""value"":3.9},{""color"":""#0E1013"",""value"":1.6}]",0,3.9,0,53.1,0,0,0,39,0,0,0,0,,,,,,,,,
2435,"2012  1003",true,"2012.1003","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (1/10)","無題 (1/10)","1999","1999",1999,1999,"sheet: 35.6 × 50.6 cm; image: 35 × 43.3 cm","紙本︰35.6 × 50.6 厘米; 圖像︰35 × 43.3 厘米","sheet","cm",50.6,35.6,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph showing two figures who appear to be composed through photo collage. Disproportionately large faces are placed on bodies that sit with their legs crossed in the foreground. The figure on the viewer's left is topless. A large hand, in the middle of the photograph, forms a gun-like gesture. A bespectacled man appears in the background, on the right.""]","[{""color"":""#19191B"",""value"":41.4},{""color"":""#C8C9CD"",""value"":28.8},{""color"":""#D2D4D5"",""value"":9.4},{""color"":""#818187"",""value"":6.4},{""color"":""#312D2E"",""value"":6},{""color"":""#111214"",""value"":4}]",0,35.2,0,51.4,0,0,0,9.4,0,0,0,0,,,,,,,,,
2436,"2012  1004",true,"2012.1004","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (2/10)","無題 (2/10)","1999","1999",1999,1999,"sheet: 50.6 × 35.6 cm; image: 45 × 33.4 cm","紙本︰50.6 × 35.6 厘米; 圖像︰45 × 33.4 厘米","sheet","cm",35.6,50.6,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph of two seated figures who appear to be composed through photo collage with disproportionately large faces in a room with multiple carpets on the floor. The figure on the viewer's left has exposed breasts and stretches the right arm forward. The figure in the middle has its hands against the left cheek with both palms together.""]","[{""color"":""#1C1B1D"",""value"":36.3},{""color"":""#2B2828"",""value"":19.4},{""color"":""#CFD1D4"",""value"":18.2},{""color"":""#D4D6D7"",""value"":17.4},{""color"":""#88888C"",""value"":2.8},{""color"":""#716D6C"",""value"":2.4}]",0,5.2,0,55.8,0,0,0,35.7,0,0,0,0,,,,,,,,,
2437,"2012  1005",true,"2012.1005","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (4/10)","無題 (4/10)","1999","1999",1999,1999,"sheet: 50.6 × 35.7 cm; image: 45.7 × 33.7 cm","紙本︰50.6 × 35.7 厘米; 圖像︰45.7 × 33.7 厘米","sheet","cm",35.7,50.6,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph of a figure in a jacket who appears to be composed through photo collage. A disproportionately large head is placed on a seated body with legs crossed on a chair. Its head is tilted towards the viewer's left, and the harshly-lit face has obscured facial features. A cutout tree stands in front of buildings in the background.""]","[{""color"":""#C4C7C9"",""value"":30.8},{""color"":""#282826"",""value"":19.9},{""color"":""#202121"",""value"":12.9},{""color"":""#D2D3D6"",""value"":11.8},{""color"":""#171718"",""value"":11.4},{""color"":""#848885"",""value"":5.2},{""color"":""#6E6F6A"",""value"":3.8}]",0,39.7,0,44.2,0,0,0,11.8,0,0,0,0,,,,,,,,,
2438,"2012  1006",true,"2012.1006","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled (2/10)","無題 (2/10)","1999","1999",1999,1999,"sheet: 35.7 × 50.6 cm; image: 31 × 45.2 cm","紙本︰35.7 × 50.6 厘米; 圖像︰31 × 45.2 厘米","sheet","cm",50.6,35.7,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[449]","[""Artist""]","[""藝術家""]","[""Monochrome photograph of two figures who appear to be composed through photo collage with disproportionately large faces. On the viewer's right, the left arm of the woman stretches across the man's chest. The man is topless, and his left hand appears to hover in the far right. A river and buildings are in the background.""]","[{""color"":""#C7C9CC"",""value"":33},{""color"":""#1B1B1D"",""value"":29.7},{""color"":""#CDCFD0"",""value"":19.2},{""color"":""#86868A"",""value"":5.9},{""color"":""#343030"",""value"":5.3},{""color"":""#141516"",""value"":2.3}]",0,39,0,37.4,0,0,0,19.2,0,0,0,0,,,,,,,,,
2439,"2012   436",true,"2012.436","[""Visual Art""]","[""視覺藝術""]","[""Print""]","[""版畫""]",,,"Selected Scriptures, Page 3505, Talk","藏經ㆍ三五〇五頁ㆍ共研圖","1996","1996",1996,1996,"sheet: 54.7 × 77.4 cm; image: 30.2 × 59.3 cm","紙本︰54.7 × 77.4 厘米; 圖像︰30.2 × 59.3 厘米","sheet","cm",77.4,54.7,,"screen print","絲網印刷","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[214]","[""Artist""]","[""藝術家""]","[""Screen print showing a book spread. The page on our left depicts an illustration of crouching figures with a path in between. The page on our right features the title 'TALK' in English and traditional Chinese. Below the title, paragraphs of English and Chinese texts are layered over each other.""]","[{""color"":""#D5CDB8"",""value"":39.7},{""color"":""#CAB792"",""value"":38.7},{""color"":""#928A78"",""value"":4.4},{""color"":""#838477"",""value"":3.9},{""color"":""#86605F"",""value"":2.7},{""color"":""#C09E80"",""value"":2.2},{""color"":""#777E77"",""value"":1.8},{""color"":""#9A7F6F"",""value"":1.7}]",2.7,10.2,0,0,0,1.7,40.8,39.7,0,0,0,0,,,,,,,,,
2440,"2012   437",true,"2012.437","[""Visual Art""]","[""視覺藝術""]","[""Print""]","[""版畫""]",,,"Selected Scriptures, Page 3561, Receipt","藏經ㆍ三五六一頁ㆍ尾經","1995","1995",1995,1995,"sheet: 54.9 × 78.9 cm; image: 30.2 × 57.2 cm","紙本︰54.9 × 78.9 厘米; 圖像︰30.2 × 57.2 厘米","sheet","cm",78.9,54.9,,"screen print","絲網印刷","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[214]","[""Artist""]","[""藝術家""]","[""Screen print showing a book spread. The page on our left depicts English and Chinese texts layered over each other. The blue inside back cover on our right features a lottery ticket with a questionnaire in English and Chinese.""]","[{""color"":""#E2DBCF"",""value"":34.8},{""color"":""#CAB188"",""value"":32.7},{""color"":""#4C6372"",""value"":23.1},{""color"":""#8A8173"",""value"":5.5}]",0,5.5,0,0,23.1,0,32.7,34.8,0,0,0,0,,,,,,,,,
2441,"2012   438",true,"2012.438","[""Visual Art""]","[""視覺藝術""]","[""Print""]","[""版畫""]",,,"Selected Scriptures, Page 331, World Defence Layout Map","藏經ㆍ三三一頁ㆍ世界防禦設置要圖","1995","1995",1995,1995,"sheet: 54.9 × 75.1 cm; image: 30.8 × 59.1 cm","紙本︰54.9 × 75.1 厘米; 圖像︰30.8 × 59.1 厘米","sheet","cm",75.1,54.9,,"screen print","絲網印刷","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[214]","[""Artist""]","[""藝術家""]","[""Screen print showing a world map across both pages of a book spread.The pale orange land masses are filled with illustrations and the arcs of red arrows. The page on our right features a legend at the bottom, in the lower part of the Pacific Ocean and above Antarctica.""]","[{""color"":""#85969C"",""value"":24.3},{""color"":""#E6E1D9"",""value"":21.5},{""color"":""#C6A184"",""value"":14.2},{""color"":""#C7AF89"",""value"":13.5},{""color"":""#9EAEB2"",""value"":11.6},{""color"":""#93847B"",""value"":4.7},{""color"":""#BE6F6D"",""value"":2.1},{""color"":""#4F6272"",""value"":2.1},{""color"":""#6F747D"",""value"":1.6}]",2.1,44.2,0,0,0,0,27.7,21.5,0,0,0,0,,,,,,,,,
2442,"2012   439",true,"2012.439","[""Visual Art""]","[""視覺藝術""]","[""Print""]","[""版畫""]",,,"Selected Scriptures, Preface","藏經ㆍ一序篇","1995","1995",1995,1995,"sheet: 54.9 × 75 cm; image: 30.8 × 57.5 cm","紙本︰54.9 × 75 厘米; 圖像︰30.8 × 57.5 厘米","sheet","cm",75,54.9,,"screen print","絲網印刷","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[214]","[""Artist""]","[""藝術家""]","[""Screen print showing a book spread. The blue inside cover page on our left features the colophon. The page on our right depicts a large Chinese character for 'preface' between the logos of sponsors at the top and an awards list at the bottom.""]","[{""color"":""#E2D9C4"",""value"":42.1},{""color"":""#3A5779"",""value"":21.6},{""color"":""#CDB68F"",""value"":15.5},{""color"":""#3C5266"",""value"":6.8},{""color"":""#C3C4BD"",""value"":6.6},{""color"":""#545E63"",""value"":2.1},{""color"":""#8F8776"",""value"":1.5}]",0,10.2,28.3,0,0,0,15.5,42.1,0,0,0,0,,,,,,,,,
2443,"2012   692",true,"2012.692","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Welcome the World Famous Brand","歡迎世界名牌","2001","2001",2001,2001,"sheet: 66 × 57.8 cm; image: 64.2 × 56.3 cm","紙本︰66 × 57.8 厘米; 圖像︰64.2 × 56.3 厘米","sheet","cm",57.8,66,,"ink and colour on paper","水墨設色紙本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[329]","[""Artist""]","[""藝術家""]","[""Ink and colour painting on paper depicting the heads of four pigs in the lower half with a border of peony flowers and leaves. The upper half features a figure in hanfu backed by rays radiating out from the centre. The figure holds a lantern bearing a Coca-Cola button sign.""]","[{""color"":""#B7785D"",""value"":18.3},{""color"":""#884D51"",""value"":14.8},{""color"":""#956553"",""value"":12.3},{""color"":""#82736D"",""value"":10.2},{""color"":""#BDAFA2"",""value"":9.5},{""color"":""#453F3C"",""value"":7.1},{""color"":""#B56861"",""value"":6.3},{""color"":""#BCA677"",""value"":4.2},{""color"":""#6F8073"",""value"":3.5},{""color"":""#BDB77E"",""value"":2.8},{""color"":""#7E8071"",""value"":1.6},{""color"":""#978364"",""value"":1.4},{""color"":""#434846"",""value"":1.2},{""color"":""#B8B8A1"",""value"":1.1},{""color"":""#4D3837"",""value"":0.9}]",51.7,24.8,0,9.2,0,1.4,4.2,0,0,3.9,0,0,,,,,,,,,
2444,"2012   693",true,"2012.693","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Welcome the World Famous Brand","歡迎世界名牌","2001","2001",2001,2001,"sheet: 66.6 × 57.8 cm; image: 64.4 × 56.1 cm","紙本︰66.6 × 57.8 厘米; 圖像︰64.4 × 56.1 厘米","sheet","cm",57.8,66.6,,"ink and colour on paper","水墨設色紙本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[329]","[""Artist""]","[""藝術家""]","[""Ink and colour painting on paper depicting Mao Zedong waving towards our left in the upper half. Mao appears to rise from a Coca-Cola can, against rays that radiate out from the centre. In the lower half, seven figures pose with expressions of resolve, backed by a sea of people.""]","[{""color"":""#7D3D39"",""value"":17.9},{""color"":""#935A45"",""value"":16.1},{""color"":""#B7775A"",""value"":8.8},{""color"":""#B69D68"",""value"":6.1},{""color"":""#363D3A"",""value"":6},{""color"":""#413F3B"",""value"":5.6},{""color"":""#917D56"",""value"":4.8},{""color"":""#ABB363"",""value"":4.4},{""color"":""#969C57"",""value"":3.3},{""color"":""#969259"",""value"":2.6},{""color"":""#7F736A"",""value"":2.3},{""color"":""#707362"",""value"":2.3},{""color"":""#2F2F32"",""value"":2.1},{""color"":""#B3AD69"",""value"":1.9},{""color"":""#606F60"",""value"":1.9},{""color"":""#B56057"",""value"":1.8},{""color"":""#798657"",""value"":1.8},{""color"":""#BAAC9F"",""value"":1.6},{""color"":""#A3B566"",""value"":1.6},{""color"":""#C3C6B4"",""value"":0.9},{""color"":""#B4C4B7"",""value"":0.7},{""color"":""#4A3532"",""value"":0.7}]",35.9,9.8,0,14.4,0,13.6,10.7,0,3.4,7.7,0,0,,,,,,,,,
2445,"2012   694",true,"2012.694","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Welcome the World Famous Brand","歡迎世界名牌","2001","2001",2001,2001,"sheet: 66.3 × 57.8 cm; image: 64.3 × 56.3 cm","紙本︰66.3 × 57.8 厘米; 圖像︰64.3 × 56.3 厘米","sheet","cm",57.8,66.3,,"ink and colour on paper","水墨設色紙本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[329]","[""Artist""]","[""藝術家""]","[""Ink and colour painting on paper depicting a smiling Mao Zedong, waving and appearing to rise from a Coca-Cola can. Seven figures pose with expressions of resolve at the bottom. Bubbles fill the paper, and rays radiate out from the centre in the background.""]","[{""color"":""#B98066"",""value"":16},{""color"":""#966854"",""value"":12.1},{""color"":""#BAA273"",""value"":9.5},{""color"":""#8C5351"",""value"":7.4},{""color"":""#95815E"",""value"":5.9},{""color"":""#3D4440"",""value"":5.6},{""color"":""#42413C"",""value"":5.4},{""color"":""#BBB478"",""value"":4.9},{""color"":""#78865A"",""value"":4.7},{""color"":""#606F60"",""value"":3.9},{""color"":""#BEAEA0"",""value"":3.3},{""color"":""#817469"",""value"":3.2},{""color"":""#747964"",""value"":3.1},{""color"":""#B46E66"",""value"":2.6},{""color"":""#979360"",""value"":2},{""color"":""#8C915F"",""value"":1.9},{""color"":""#BBBCA4"",""value"":1.6},{""color"":""#657D59"",""value"":1.4},{""color"":""#707F82"",""value"":0.8}]",10,11.2,0,11,0,21.2,27.5,0,7.9,6.5,0,0,,,,,,,,,
2446,"2012  1322",true,"2012.1322","[""Visual Art""]","[""視覺藝術""]","[""Print""]","[""版畫""]",,,"Untitled (7/25)","無題（7/25）","1999","1999",1999,1999,"sheet: 74 × 56 cm","紙本︰74 × 56 厘米","sheet","cm",56,74,,"woodcut print","木刻版畫","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[565]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas of a portrait of a man with a creased pink face, beaming with his eyes closed and mouth wide open. A field of tiny red flags covers the top of his flat, pink head.""]","[{""color"":""#EC91B4"",""value"":34.7},{""color"":""#4FC1E3"",""value"":22.1},{""color"":""#323B3E"",""value"":18.3},{""color"":""#DEC3CA"",""value"":10.8},{""color"":""#7C818F"",""value"":8.3},{""color"":""#B595A6"",""value"":2.2}]",45.1,19.1,0,18.3,22.1,0,0,0,0,0,36.8,0,,,,,,,,,
2447,"2012   994",true,"2012.994","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Standard Family","標準家庭","1996","1996",1996,1996,"sheet (each): 18.4 × 25.3 cm","紙本 （各）︰18.4 × 25.3 厘米","sheet","cm",25.3,18.4,,"chromogenic print","彩色照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[448]","[""Artist""]","[""藝術家""]","[""Photograph showing the upper bodies of three people, seated against a red background. The man on the viewer's left and the woman on the right smile at the camera. A girl sits between them. The artist's name and '1996' are written in the middle of the upper half.""]","[{""color"":""#731902"",""value"":25.3},{""color"":""#012C6B"",""value"":14},{""color"":""#34546E"",""value"":6.2},{""color"":""#7B1606"",""value"":6},{""color"":""#1A2F41"",""value"":5.8},{""color"":""#111722"",""value"":4.8},{""color"":""#ACB5BD"",""value"":3.8},{""color"":""#6F5C43"",""value"":3.7},{""color"":""#786963"",""value"":3.5},{""color"":""#7E6451"",""value"":2.8},{""color"":""#151417"",""value"":2.7},{""color"":""#385071"",""value"":2.2},{""color"":""#32221C"",""value"":2},{""color"":""#AEB3BB"",""value"":2},{""color"":""#623D3D"",""value"":1.8},{""color"":""#2F2B28"",""value"":1.7},{""color"":""#CAC6C1"",""value"":1.6},{""color"":""#413524"",""value"":1.6},{""color"":""#114065"",""value"":1.4},{""color"":""#031946"",""value"":1.4},{""color"":""#1C1F20"",""value"":0.9}]",33,11,31.1,12.2,0,8.1,0,0,0,0,0,0,,,,,,,,,
2448,"2012   269",true,"2012.269","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Untitled","無題","1999","1999",1999,1999,"sheet (each): 21 × 28.4 cm","紙本 （各）︰21 × 28.4 厘米","sheet","cm",28.4,21,,"chromogenic print","彩色照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[159]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#1E1E39"",""value"":25.1},{""color"":""#D5C4BB"",""value"":24.2},{""color"":""#D19D7F"",""value"":11.1},{""color"":""#3F4463"",""value"":7.5},{""color"":""#925742"",""value"":6.1},{""color"":""#D9BA89"",""value"":3.5},{""color"":""#937F7B"",""value"":3.2},{""color"":""#7C413C"",""value"":3.2},{""color"":""#CFC3CC"",""value"":2.9},{""color"":""#5C576C"",""value"":2.6},{""color"":""#07061D"",""value"":2.4},{""color"":""#8B795C"",""value"":1.5},{""color"":""#41252A"",""value"":1},{""color"":""#443B48"",""value"":0.9}]",10.3,30.3,35,0.9,0,1.5,14.6,0,0,0,0,2.6,,,,,,,,,
