"id","publicAccess","name","nameTC","alphaSortName","alphaSortNameTC","type","roles","displayBio","displayBioTC","gender","genderTC","beginDate","endDate","nationality","nationalityTC"
253,true,"Kwan Sheung Chi","關尚智","Kwan, Sheung Chi","關, 尚智","Individual","[""Artist"",""藝術家""]","Hong Kong, born 1980","1980年生於香港","Male","男性",1980,,"Hong Kong","香港"
255,true,"Sofia Lagerkvist","Sofia Lagerkvist","Lagerkvist, Sofia","Lagerkvist, Sofia","Individual","[""Designer""]","Swedish, born 1976","瑞典，生於1976年","Female","女性",1976,,"Swedish","瑞典籍"
256,true,"Firenze Lai","黎清妍","Lai, Firenze","黎, 清妍","Individual","[""Artist"",""藝術家""]","Hong Kong, born 1984","香港，生於1984年","Female","女性",1984,,"Hong Kong","香港"
259,true,"Ian Lambot","林保賢","Lambot, Ian","林保賢","Individual","[""Photographer"",""攝影師""]","British, born 1953","英國籍，生於1953年","Male","男性",1953,,"British","英國籍"
261,true,"Kwangho Lee","李光鎬","Lee, Kwangho","李光鎬","Individual","[""Designer"",""設計師""]","Korean, born 1981","韓國籍，生於1981年","Male","男性",1981,,"South Korean","南韓籍"
262,true,"Leung Kui Ting","梁巨廷","Leung, Kui Ting","梁, 巨廷","Individual","[""Artist"",""藝術家""]","Hong Kong, born China, 1945","香港，1945年生於中國","Male","男性",1945,,"Chinese","中國籍"
264,true,"Li Dafang","李大方","Li, Dafang","李, 大方","Individual","[""Artist""]","Chinese, born 1971","中國籍，生於1971年","Male","男性",1971,,"Chinese","中國籍"
270,true,"Li Shan","李山","Li, Shan","李, 山","Individual","[""Artist""]","Chinese, born 1942","中國籍，生於1942年","Male","男性",1942,,"Chinese","中國籍"
271,true,"Li Songsong","李松松","Li, Songsong","李, 松松","Individual","[""Artist""]","Chinese, born 1973","中國籍，生於1973年","Male","男性",1973,,"Chinese","中國籍"
273,true,"Li Tianbing","李天兵","Li, Tianbing","李, 天兵","Individual","[""Artist""]","Chinese, born 1974","中國籍，生於1974年","Male","男性",1974,,"Chinese","中國籍"
274,true,"Li Wei","李暐","Li, Wei","李, 暐","Individual","[""Artist""]","Chinese, born 1970","中國籍，生於1970年","Male","男性",1970,,"Chinese","中國籍"
275,true,"Li Wen","李文","Li, Wen","李, 文","Individual","[""Artist""]","Chinese, born 1982","中國籍，生於1982年","Male","男性",1982,,"Chinese","中國籍"
276,true,"Lee Xe","李曦","Lee, Xe","李, 曦","Individual","[""Artist""]","Chinese, born 1979","中國籍，生於1979年","Female","女性",1979,,"Chinese","中國籍"
277,true,"Li Yongbin","李永斌","Li, Yongbin","李, 永斌","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
278,true,"Li Yousong","李尤松","Li, Yousong","李, 尤松","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Male","男性",1968,,"Chinese","中國籍"
279,true,"Li Yuan-chia","李元佳","Li, Yuan-chia","李, 元佳","Individual","[""Artist""]","British, born China. 1929–1994","英國籍，生於中國，1929–1994年","Male","男性",1929,1994,"British","英國籍"
280,true,"Li Zhanyang","李占洋","Li, Zhanyang","李, 占洋","Individual","[""Artist""]","Chinese, born 1969","中國籍，生於1969年","Male","男性",1969,,"Chinese","中國籍"
281,true,"Li Zhensheng","李振盛","Li, Zhensheng","李, 振盛","Individual","[""Artist"",""藝術家""]","Chinese, born 1940","中國籍，生於1940年","Male","男性",1940,,"Chinese","中國籍"
283,true,"Liang Shaoji","梁紹基","Liang, Shaoji","梁, 紹基","Individual","[""Artist""]","Chinese, born 1945","中國籍，生於1945年","Male","男性",1945,,"Chinese","中國籍"
286,true,"Liang Yuanwei","梁遠葦","Liang, Yuanwei","梁, 遠葦","Individual","[""Artist""]","Chinese, born 1977","中國籍，生於1977年","Female","女性",1977,,"Chinese","中國籍"
287,true,"Liao Guohe","廖國核","Liao, Guohe","廖, 國核","Individual","[""Artist""]","Chinese, born India, 1977","中國籍，1977年生於印度","Male","男性",1977,,"Chinese","中國籍"
289,true,"Michael Lin","林明弘","Lin, Michael","林, 明弘","Individual","[""Artist"",""藝術家""]","Taiwanese, born Japan, 1964","台灣籍，1964年生於日本","Male","男性",1964,,"Taiwanese","台灣籍"
290,true,"Richard Lin","林壽宇","Lin, Richard","林, 壽宇","Individual","[""Artist""]","British, born Taiwan. 1933–2011","英國籍，生於台灣，1933–2011年","Male","男性",1933,2011,"British","英國籍"
293,true,"Lin Xue","林穴","Lin, Xue","林, 穴","Individual","[""Artist"",""藝術家""]","Hong Kong, born China, 1968","香港，1968年生於中國","Male","男性",1968,,"Hong Kong","香港"
294,true,"Lin Yilin","林一林","Lin, Yilin","林, 一林","Individual","[""Artist"",""藝術家""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
295,true,"Anna Lindgren","Anna Lindgren","Lindgren, Anna","Lindgren, Anna","Individual","[""Designer""]","Swedish, born 1977","瑞典籍，生於1977年","Female","女性",1977,,"Swedish","瑞典籍"
297,true,"Sophia Liu Bo","劉波","Liu Bo, Sophia","劉, 波","Individual","[""Designer""]","Chinese, born 1973","中國籍，生於1973年","Female","女性",1973,,"Chinese","中國籍"
298,true,"Liu Bolin","劉勃麟","Liu, Bolin","劉, 勃麟","Individual","[""Artist""]","Chinese, born 1973","中國籍，生於1973年","Male","男性",1973,,"Chinese","中國籍"
299,true,"Liu Chuang","劉窗","Liu, Chuang","劉, 窗","Individual","[""Artist""]","Chinese, born 1979","中國籍，生於1979年","Male","男性",1979,,"Chinese","中國籍"
301,true,"Liu Ding","劉鼎","Liu, Ding","劉, 鼎","Individual","[""Artist"",""藝術家""]","Chinese, born 1976","中國籍，生於1976年","Male","男性",1976,,"Chinese","中國籍"
303,true,"Liu Heung-Shing","劉香成","Liu, Heung-Shing","劉, 香成","Individual","[""Artist"",""藝術家""]","Hong Kong, born 1951","香港，生於1951年","Male","男性",1951,,"Hong Kong","香港"
305,true,"Liu Jianhua","劉建華","Liu, Jianhua","劉, 建華","Individual","[""Artist""]","Chinese, born 1962","中國籍，生於1962年","Male","男性",1962,,"Chinese","中國籍"
306,true,"Liu Jin","劉瑾","Liu, Jin","劉, 瑾","Individual","[""Artist""]","Chinese, born 1971","中國籍，生於1971年","Male","男性",1971,,"Chinese","中國籍"
308,true,"Liu Qianyi","劉茜懿","Liu, QianyYi","劉, 茜懿","Individual","[""Artist""]","Chinese, born 1987","中國籍，生於1987年","Female","女性",1987,,"Chinese","中國籍"
310,true,"Liu Wei","劉煒","Liu, Wei","劉, 煒","Individual","[""Artist""]","Chinese, born 1965","中國籍，生於1965年","Male","男性",1965,,"Chinese","中國籍"
311,true,"Liu Wei","劉韡","Liu, Wei","劉, 韡","Individual","[""Artist""]","Chinese, born 1972","中國籍，1972年生於北京","Male","男性",1972,,"Chinese","中國籍"
312,true,"Liu Xiaodong","劉小東","Liu, Xiaodong","劉, 小東","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
313,true,"Liu Ye","劉野","Liu, Ye","劉, 野","Individual","[""Artist""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
315,true,"Liu Zheng","劉崢","Liu, Zheng","劉, 崢","Individual","[""Artist""]","Chinese, born 1969","中國籍，生於1969年","Male","男性",1969,,"Chinese","中國籍"
316,true,"Liu Zhuoquan","劉卓泉","Liu, Zhuoquan","劉, 卓泉","Individual","[""Artist""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
321,true,"Lu Hao","盧昊","Lu, Hao","盧, 昊","Individual","[""Artist"",""藝術家""]","Chinese, born 1969","中國籍，生於1969年","Male","男性",1969,,"Chinese","中國籍"
323,true,"Lu Qing","路青","Lu, Qing","路, 青","Individual","[""Artist""]","Chinese, born 1964","中國籍，生於1964年","Female","女性",1964,,"Chinese","中國籍"
325,true,"Lu Yuanmin","陸元敏","Lu, Yuanmin","陸, 元敏","Individual","[""Artist""]","Chinese, born 1950","中國籍，生於1950年","Male","男性",1950,,"Chinese","中國籍"
326,true,"Lui Chun-kwong","呂振光","Lui, Chun Kwong","呂, 振光","Individual","[""Artist"",""藝術家""]","Hong Kong, born China, 1956","香港，生於1956年","Male","男性",1956,,"Hong Kong","香港"
327,true,"Lui Shou-kwan","呂壽琨","Lui, Shou-kwan","呂, 壽琨","Individual","[""Artist"",""藝術家""]","Hong Kong, born China. 1919–1975","香港，生於中國，1919–1975年","Male","男性",1919,1975,"Hong Kong","香港"
328,true,"Ken Lum","林蔭庭","Lum, Ken","林蔭庭","Individual","[""Artist"",""藝術家""]","Canadian, born 1956","加拿大籍，生於1956年","Male","男性",1956,,"Canadian","加拿大籍"
330,true,"Luo Hui","羅琿","Luo, Hui","羅, 琿","Individual","[""Artist""]","Chinese, born 1973","中國籍，生於1973年","Female","女性",1973,,"Chinese","中國籍"
332,true,"Eric Lye","黎錦超","Lye, Eric","黎, 錦超","Individual","[""Archive Creator"",""Architect"",""建檔者""]","Hong Kong, born Malaysia. 1934–2003","香港，生於馬來西亞，1934–2003年","Male","男性",1934,2003,"Hong Kong","香港"
333,true,"Ma Desheng","馬德升","Ma, Desheng","馬德升","Individual","[""Artist""]","Chinese, born 1952","中國籍，生於1952年","Male","男性",1952,,"French","法國籍"
334,true,"Ma Han","馬晗","Ma, Han","馬, 晗","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Male","男性",1968,,"Chinese","中國籍"
336,true,"Ma Liuming","馬六明","Ma, Liuming","馬, 六明","Individual","[""Artist""]","Chinese, born 1969","中國籍，生於1969年","Male","男性",1969,,"Chinese","中國籍"
337,true,"Ma Yansong","馬岩松","Ma, Yansong","馬岩松","Individual","[""Designer"",""設計師""]","Chinese, born 1975","中國籍，生於1975年","Male","男性",1975,,"Chinese","中國籍"
338,true,"Ma Yunfei","馬雲飛","Ma, Yunfei","馬, 雲飛","Individual","[""Artist""]","Chinese, born 1960","中國籍，生於1960年","Male","男性",1960,,"Chinese","中國籍"
340,true,"Mao Tongqiang","毛同強","Mao, Tongqiang","毛, 同強","Individual","[""Artist"",""藝術家""]","Chinese, born 1960","中國籍，生於1960年","Male","男性",1960,,"Chinese","中國籍"
341,true,"Mao Yan","毛焰","Mao, Yan","毛, 焰","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Male","男性",1968,,"Chinese","中國籍"
342,true,"Meng Huang","孟煌","Meng, Huang","孟, 煌","Individual","[""Artist""]","Chinese, born 1966","中國籍，生於1966年","Male","男性",1966,,"Chinese","中國籍"
343,true,"Meng Jin","孟瑾","Meng, Jin","孟, 瑾","Individual","[""Artist""]","Chinese, born 1973","中國籍，生於1973年","Female","女性",1973,,"Chinese","中國籍"
345,true,"Miao Xiaochun","繆曉春","Miao, Xiaochun","繆, 曉春","Individual","[""Artist""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
348,true,"Linda Montano","Linda Montano","Montano, Linda","Montano, Linda","Individual","[""Artist"",""藝術家""]","American, born 1942","美國籍，生於1942年","Female","女性",1942,,"American","美國籍"
349,true,"Mu Chen","慕辰","Mu, Chen","慕辰","Individual","[""Artist""]","Chinese, born 1970","中國籍，生於1970年","Female","女性",1970,,"Chinese","中國籍"
352,true,"Lulu Ngie","倪鷺露","Ngie, Lulu","倪鷺露","Individual","[""Artist""]","Hong Kong, born China, 1972","香港，1972年生於中國","Female","女性",1972,,"Hong Kong","香港"
354,true,"Ni Youyu","倪有魚","Ni, Youyu","倪, 有魚","Individual","[""Artist""]","Chinese, born 1984","中國籍，生於1984年","Male","男性",1984,,"Chinese","中國籍"
358,true,"Ozawa Tsuyoshi","小澤剛","Ozawa, Tsuyoshi","小澤剛","Individual","[""Artist"",""藝術家""]","Japanese, born 1965","日本籍，生於1965年","Male","男性",1965,,"Japanese","日本籍"
359,true,"Nam June Paik","白南准","Paik, Nam June","白南准","Individual","[""Artist"",""Archive Creator"",""建檔者""]","American, born Korea. 1932–2006","美國籍，生於韓國，1932–2006年","Male","男性",1932,2006,"American","美國籍"
361,true,"Pan De Hai","潘德海","Pan, De Hai","潘, 德海","Individual","[""Artist""]","Chinese, born 1956","中國籍，生於1956年","Male","男性",1956,,"Chinese","中國籍"
362,true,"Pan Jian","潘劍","Pan, Jian","潘, 劍","Individual","[""Artist""]","Chinese, born 1975","中國籍，生於1975年","Male","男性",1975,,"Chinese","中國籍"
363,true,"Pan Xiaorong","潘小榮","Pan, Xiaorong","潘, 小榮","Individual","[""Artist""]","Chinese, born 1985","中國籍，生於1985年","Male","男性",1985,,"Chinese","中國籍"
365,true,"Ellen Pau","鮑藹倫","Pau, Ellen","鮑, 藹倫","Individual","[""Artist""]","Hong Kong, born 1961","香港，生於1961年","Female","女性",1961,,"Hong Kong","香港"
366,true,"Peng Wei","彭薇","Peng, Wei","彭, 薇","Individual","[""Artist""]","Chinese, born 1974","中國籍，生於1974年","Female","女性",1974,,"Chinese","中國籍"
368,true,"Peng Yu","彭禹","Peng, Yu","彭, 禹","Individual","[""Artist"",""藝術家""]","Chinese, born 1974","中國籍，生於1974年","Female","女性",1974,,"Chinese","中國籍"
369,true,"Katja Pettersson","Katja Pettersson","Pettersson, Katja","Pettersson, Katja","Individual","[""Designer""]","Swedish, born 1976","瑞典，生於1976年","Female","女性",1976,,"Swedish","瑞典籍"
370,true,"Pu Jie","浦捷","Pu, Jie","浦, 捷","Individual","[""Artist""]","Chinese, born 1959","中國籍，生於1959年","Male","男性",1959,,"Chinese","中國籍"
371,true,"Florian Pucher","弗洛里安·普克爾","Pucher, Florian","弗洛里安·普克爾","Individual","[""Designer""]","Austrian, born 1977","奧地利籍，生於1977年","Male","男性",1977,,"Austrian","奧地利籍"
372,true,"Qi Zhilong","祁志龍","Qi, Zhilong","祁, 志龍","Individual","[""Artist""]","Chinese, born 1962","中國籍，生於1962年","Male","男性",1962,,"Chinese","中國籍"
373,true,"Qin Ga","琴嘎","Qin, Ga","琴, 嘎","Individual","[""Artist""]","Chinese, born 1971","中國籍，生於1971年","Male","男性",1971,,"Chinese","中國籍"
374,true,"Qin Qi","秦琦","Qin, Qi","秦, 琦","Individual","[""Artist""]","Chinese, born 1975","中國籍，生於1975年","Male","男性",1975,,"Chinese","中國籍"
377,true,"Qiu Jie","邱節","Qiu, Jie","邱, 節","Individual","[""Artist""]","Chinese, born 1961","中國籍，生於1961年","Male","男性",1961,,"Chinese","中國籍"
378,true,"Yau Leung","邱良","Yau, Leung","邱良","Individual","[""Artist"",""藝術家""]","Hong Kong, 1941–1997","香港，1941–1997年","Male","男性",1941,1997,"Hong Kong","香港"
379,true,"Qiu Shihua","邱世華","Qiu, Shi Hua","邱, 世華","Individual","[""Artist""]","Chinese, born 1940","中國籍，生於1940年","Male","男性",1940,,"Chinese","中國籍"
380,true,"Qiu Xiaofei","仇曉飛","Qiu, Xiaofei","仇, 曉飛","Individual","[""Artist"",""藝術家""]","Chinese, born 1977","中國籍，生於1977年","Male","男性",1977,,"Chinese","中國籍"
382,true,"Qiu Zhijie","邱志傑","Qiu, Zhijie","邱, 志傑","Individual","[""Artist""]","Chinese, born 1969","中國籍，生於1969年","Male","男性",1969,,"Chinese","中國籍"
383,true,"Qu Yan","渠岩","Qu, Yan","渠, 岩","Individual","[""Artist""]","Chinese, born 1955","中國籍，生於1955年","Male","男性",1955,,"Chinese","中國籍"
386,true,"Rong Rong","榮榮","Rong, Rong","榮, 榮","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Male","男性",1968,,"Chinese","中國籍"
389,true,"Paul Rudolph","Paul Rudolph","Rudolph, Paul","Rudolph, Paul","Individual","[""Architect"",""Artist"",""Archive Creator"",""建築師"",""藝術家"",""建檔者""]","American, 1918–1997","美國籍，1918–1997年","Male","男性",1918,1997,"American","美國籍"
390,true,"Sakakura Junzo","坂倉準三","Sakakura, Junzo","坂倉準三","Individual","[""Designer"",""設計師""]","Japanese, 1901–1969","日本籍，1901–1969年","Male","男性",1901,1969,"Japanese","日本籍"
391,true,"Manuel Salvisberg","曼努埃爾·沙爾維斯堡","Salvisberg, Manuel","曼努埃爾·沙爾維斯堡","Individual","[""Artist""]","Swiss","瑞士籍","Male","男性",,,"Swiss","瑞士籍"
395,true,"Shan Fan","單凡","Shan, Fan","單, 凡","Individual","[""Artist""]","Chinese, born 1959","中國籍，生於1959年","Male","男性",1959,,"German","德國籍"
397,true,"Shao Fan","邵帆","Shao, Fan","邵, 帆","Individual","[""Artist"",""Designer""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
398,true,"Shao Wenhuan","邵文歡","Shao, Wenhuan","邵, 文歡","Individual","[""Artist""]","Chinese, born 1971","中國籍，生於1971年","Male","男性",1971,,"Chinese","中國籍"
399,true,"Shao Yinong","邵逸農","Shao, Yinong","邵逸農","Individual","[""Artist""]","Chinese, born 1961","中國籍，生於1961年","Male","男性",1961,,"Chinese","中國籍"
400,true,"Hassan Sharif","哈桑‧謝里夫","Sharif, Hassan","哈桑‧謝里夫","Individual","[""Artist""]","Emirati, 1951–2016","阿拉伯聯合酋長國籍，1951–2016年","Male","男性",1951,2016,"Emirati","阿聯酋籍"
401,true,"Shen Fan","申凡","Shen, Fan","申, 凡","Individual","[""Artist""]","Chinese, born 1952","中國籍，生於1952年","Male","男性",1952,,"Chinese","中國籍"
402,true,"Shen Shaomin","沈少民","Shen, Shaomin","沈, 少民","Individual","[""Artist"",""藝術家""]","Chinese, born 1956","中國籍，生於1956年","Male","男性",1956,,"Chinese","中國籍"
403,true,"Shen Yuan","沈遠","Shen, Yuan","沈, 遠","Individual","[""Artist"",""藝術家""]","Chinese, born 1959","中國籍，生於1959年","Female","女性",1959,,"Chinese","中國籍"
404,true,"Shi Chong","石沖","Shi, Chong","石, 沖","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
405,true,"Shi Guorui","史國瑞","Shi, Guorui","史, 國瑞","Individual","[""Artist""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
406,true,"Shi Jing","石婧","Shi, Jing","石, 婧","Individual","[""Artist""]","Chinese, born 1971","中國籍，生於1971年","Female","女性",1971,,"Chinese","中國籍"
408,true,"Shi Xinning","石心寧","Shi, Xinning","石, 心寧","Individual","[""Artist""]","Chinese, born 1969","中國籍，生於1969年","Male","男性",1969,,"Chinese","中國籍"
410,true,"Shi Yong","施勇","Shi, Yong","施, 勇","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
411,true,"Wilson Shieh Ka-ho","石家豪","Shieh Ka-ho, Wilson","石家豪","Individual","[""Artist"",""藝術家""]","Hong Kong, born 1970","香港，生於1970年","Male","男性",1970,,"Hong Kong","香港"
414,true,"Song Dong","宋冬","Song, Dong","宋, 冬","Individual","[""Artist"",""藝術家""]","Chinese, born 1966","中國籍，生於1966年","Male","男性",1966,,"Chinese","中國籍"
415,true,"Song Kun","宋鯤","Song, Kun","宋, 鯤","Individual","[""Artist""]","Chinese, born 1977","中國籍，生於1977年","Female","女性",1977,,"Chinese","中國籍"
416,true,"Song Ta","宋拓","Song, Ta","宋, 拓","Individual","[""Artist""]","Chinese, born 1988","中國籍，生於1988年","Male","男性",1988,,"Chinese","中國籍"
417,true,"Song Tao","宋濤","Song, Tao","宋, 濤","Individual","[""Artist"",""藝術家""]","Chinese, born 1979","中國籍，生於1979年","Male","男性",1979,,"Chinese","中國籍"
418,true,"Song Yongping","宋永平","Song, Yongping","宋, 永平","Individual","[""Artist""]","Chinese, born 1961","中國籍，生於1961年","Male","男性",1961,,"Chinese","中國籍"
420,true,"Kishio Suga","菅木志雄","Suga, Kishio","菅木志雄","Individual","[""Artist""]","Japanese, born 1944","日本籍，生於1944年","Male","男性",1944,,"Japanese","日本籍"
421,true,"Sui Jianguo","隋建國","Sui, Jianguo","隋, 建國","Individual","[""Artist""]","Chinese, born 1956","中國籍，生於1956年","Male","男性",1956,,"Chinese","中國籍"
422,true,"Sun Guoqi","孫國岐","Sun, Guoqi","孫, 國岐","Individual","[""Artist""]","Chinese, born 1942","中國籍，生於1942年","Male","男性",1942,,"Chinese","中國籍"
424,true,"Sun Yuan","孫原","Sun, Yuan","孫, 原","Individual","[""Artist"",""藝術家""]","Chinese, born 1972","中國籍，生於1972年","Male","男性",1972,,"Chinese","中國籍"
425,true,"T'ang Haywen","曾海文","T'ang, Haywen","曾, 海文","Individual","[""Artist""]","French, born in Xiamen, China. 1927–1991","法國籍，生於中國. 1927–1991年","Male","男性",1927,1991,"French","法國籍"
429,true,"Tang Hui","唐暉","Tang, Hui","唐, 暉","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Male","男性",1968,,"Chinese","中國籍"
431,true,"Tian Wei","田偉","Tian, Wei","田, 偉","Individual","[""Artist""]","Chinese, born 1955","中國籍，生於1955年","Female","女性",1955,,"Chinese","中國籍"
432,true,"Rirkrit Tiravanija","里爾吉德‧迪拉瓦尼乍","Tiravanija, Rirkrit","里爾吉德‧迪拉瓦尼乍","Individual","[""Artist"",""藝術家""]","Thai, born Argentina, 1961","泰國籍，1961年生於阿根廷","Male","男性",1961,,"Thai","泰國籍"
433,true,"Bernard Tschumi","Bernard Tschumi","Tschumi, Bernard","Tschumi, Bernard","Individual","[""Archive Creator"",""Architect"",""建檔者""]","French and Swiss, born Switzerland, 1944","法國／瑞士籍，1944年生於瑞士","Male","男性",1944,,,
434,true,"Shirley Tse","謝淑妮","Tse, Shirley","謝淑妮","Individual","[""Artist"",""藝術家""]","American, born Hong Kong, 1968","美國籍，1968年生於香港","Female","女性",1968,,"American","美國籍"
435,true,"Tseng Yuho","曾佑和","Tseng, Yuho","曾, 佑和","Individual","[""Artist""]","American, born China. 1925–2017","美國籍，生於中國，1925–2017年","Female","女性",1925,2017,"American","美國籍"
436,true,"Yamazaki Tsuruko","山崎つる子","Tsuruko, Yamazaki","山崎つる子","Individual","[""Artist"",""藝術家""]","Japanese, born 1925","日本籍，生於1925年","Female","女性",1925,,"Japanese","日本籍"
437,true,"Ludwig Mies van der Rohe","路德維希·密斯·凡德羅","Mies van der Rohe, Ludwig","路德維希·密斯·凡德羅","Individual","[""Architect""]","German, 1886–1969","德國籍，1886–1969年","Unknown","不詳",1886,1969,"German","德國籍"
438,true,"Maryn Varbanov","萬曼","Varbanov, Maryn","萬曼","Individual","[""Subject"",""Archive Creator"",""Artist"",""建檔者"",""藝術家""]","Bulgarian, 1932–1989","保加利亞籍，1932–1989年","Male","男性",1932,1989,"Bulgarian","保加利亞籍"
439,true,"Charlotte von der Lancken","Charlotte von der Lancken","von der Lancken, Charlotte","von der Lancken, Charlotte","Individual","[""Designer""]","Swedish, born 1978","瑞典籍，生於1978年","Female","女性",1978,,"Swedish","瑞典籍"
443,true,"Wang Gongxin","王功新","Wang, Gongxin","王, 功新","Individual","[""Artist""]","Chinese, born 1960","中國籍，生於1960年","Male","男性",1960,,"Chinese","中國籍"
444,true,"Wang Guangle","王光樂","Wang, Guangle","王, 光樂","Individual","[""Artist""]","Chinese, born 1976","中國籍，生於1976年","Male","男性",1976,,"Chinese","中國籍"
445,true,"Wang Guangyi","王廣義","Wang, Guangyi","王, 廣義","Individual","[""Artist""]","Chinese, born 1958","中國籍，生於1958年","Male","男性",1958,,"Chinese","中國籍"
447,true,"Wang Jin","王晉","Wang, Jin","王, 晉","Individual","[""Artist""]","Chinese, born 1962","中國籍，生於1962年","Male","男性",1962,,"Chinese","中國籍"
448,true,"Wang Jinsong","王勁松","Wang, Jinsong","王, 勁松","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
449,true,"Wang Jun","王軍","Wang, Jun","王, 軍","Individual","[""Artist""]","Chinese, born 1974","中國籍，生於1974年","Male","男性",1974,,"Chinese","中國籍"
450,true,"Wang Keping","王克平","Wang, Keping","王, 克平","Individual","[""Artist"",""Subject"",""藝術家"",""作品主體""]","Chinese, born 1949","中國籍，生於1949年","Male","男性",1949,,"Chinese","中國籍"
453,true,"Wang Mai","王邁","Wang, Mai","王, 邁","Individual","[""Artist""]","Chinese, born 1972","中國籍，生於1972年","Male","男性",1972,,"Chinese","中國籍"
454,true,"Wang Ningde","王寧德","Wang, Ningde","王, 寧德","Individual","[""Artist""]","Chinese, born 1972","中國籍，生於1972年","Male","男性",1972,,"Chinese","中國籍"
455,true,"Wang Peng","王蓬","Wang, Peng","王, 蓬","Individual","[""Artist""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
456,true,"Wang Qiang","王強","Wang, Qiang","王, 強","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
457,true,"Wang Qing","王頃","Wang, Qing","王, 頃","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Male","男性",1968,,"Chinese","中國籍"
458,true,"Wang Qingsong","王慶松","Wang, Qingsong","王, 慶松","Individual","[""Artist""]","Chinese, born 1966","中國籍，生於1966年","Male","男性",1966,,"Chinese","中國籍"
459,true,"Wang Shilong","王世龍","Wang, Shilong","王, 世龍","Individual","[""Artist"",""藝術家""]","Chinese, 1930–2013","中國籍，1930–2013年","Male","男性",1930,2013,"Chinese","中國籍"
463,true,"Wang Xingwei","王興偉","Wang, Xingwei","王, 興偉","Individual","[""Artist""]","Chinese, born 1969","中國籍，生於1969年","Male","男性",1969,,"Chinese","中國籍"
464,true,"Wang Yin","王音","Wang, Yin","王, 音","Individual","[""Artist""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
465,true,"Wang Youshen","王友身","Wang, Youshen","王友身","Individual","[""Artist"",""藝術家""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
470,true,"Wei Guangqing","魏光慶","Wei, Guangqing","魏光慶","Individual","[""Artist"",""藝術家""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
473,true,"Weng Fen","翁奮","Weng, Fen","翁, 奮","Individual","[""Artist""]","Chinese, born 1961","中國籍，生於1961年","Male","男性",1961,,"Chinese","中國籍"
474,true,"Michael Wolf","吳爾夫","Wolf, Michael","吳爾夫","Individual","[""Artist"",""藝術家""]","German, born 1954","香港，1954年生於德國","Male","男性",1954,,"German","德國籍"
477,true,"Wong Wai Yin","黃慧妍","Wong, Wai Yin","黃, 慧妍","Individual","[""Artist"",""藝術家""]","Hong Kong, born 1981","香港，生於1981年","Female","女性",1981,,"Hong Kong","香港"
478,true,"Wucius Wong","王無邪","Wong, Wucius","王無邪","Individual","[""Artist"",""藝術家""]","Hong Kong, born China, 1936","香港，1936年生於中國","Male","男性",1936,,"Hong Kong","香港"
479,true,"Frank Lloyd Wright","弗蘭克·勞埃德·賴特","Wright, Frank Lloyd","弗蘭克·勞埃德·賴特","Individual","[""Architect"",""Archive Creator"",""建檔者"",""建築師""]","American, 1867–1959","美國籍，1867–1959年","Male","男性",1867,1959,"American","美國籍"
483,true,"Wu Shanzhuan","吳山專","Wu, Shanzhuan","吳, 山專","Individual","[""Artist""]","Chinese, born 1960","中國籍，生於1960年","Male","男性",1960,,"Chinese","中國籍"
484,true,"Wu Xiaochuan","武小川","Wu, Xiaochuan","武, 小川","Individual","[""Artist""]","Chinese, born 1973","中國籍，生於1973年","Male","男性",1973,,"Chinese","中國籍"
485,true,"Wu Xiaojun","吳小軍","Wu, Xiaojun","吳, 小軍","Individual","[""Artist""]","Chinese, born 1960","中國籍，生於1960年","Male","男性",1960,,"Chinese","中國籍"
