"id","sortNumber","publicAccess","objectNumber","area","areaTC","category","categoryTC","archivalLevel","archivalLevelTC","title","titleTC","displayDate","displayDateTC","beginDate","endDate","dimension","dimensionTC","dimensionElement","dimensionUnit","dimensionWidth","dimensionHeight","dimensionDepth","medium","mediumTC","creditLine","creditLineTC","constituents","constituentsRole","constituentsRoleTC","images","colorPredominant","color-gray","color-white","color-black","color-orange","color-brown","color-blue","color-green","color-yellow","color-teal","color-red","color-pink","color-purple"
14167,"CA     39     4    3     3",true,"CA39/4/3/3","Design and Architecture","設計與建築","Architectural Model","建築模型","File","案卷","Slides, Precision Instrument Development Center for the National Science Council (1984–1987), Xinzhu (Hsinchu), Taiwan","台灣新竹行政院國家科學委員會精密儀器發展中心（1984至1987年）幻燈片","[circa 1984–circa 1987]","[circa 1984–circa 1987]",1982,1989,"17 items","17 items",,,,,,"colour slide","colour slide","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14168,"CA     39     4    4     1",true,"CA39/4/4/1","Design and Architecture","設計與建築","Architectural Drawing","建築圖","File","案卷","Project file, Bio-Technology Research Laboratory and Pilot Plant, Development Center for Bio-Technology (1985–1986), Taipei, Taiwan","台灣台北市生物技術開發中心台大生物技術館（1985至1986年）項目文件","[circa 1985–circa 1986]","[circa 1985–circa 1986]",1983,1988,"13 items","13 items",,,,,,"printout on paper; photocopy on paper; chromogenic colour print","printout on paper; photocopy on paper; chromogenic colour print","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14169,"CA     39     4    4     2   1",true,"CA39/4/4/2/1","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Perspective drawing, Bio-Technology Research Laboratory and Pilot Plant, Development Center for Bio-Technology (1985–1986), Taipei, Taiwan","台灣台北市生物技術開發中心台大生物技術館（1985至1986年）透視圖","31 January 1985","31 January 1985",1985,1985,"sheet: 59.3 x 84.2 cm","sheet: 59.3 x 84.2 cm","sheet","cm",,59.3,,"graphite, ink and blackline print on transparent paper","graphite, ink and blackline print on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14170,"CA     39     4    4     2   2",true,"CA39/4/4/2/2","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Sketch, first floor plan, Bio-Technology Research Laboratory and Pilot Plant, Development Center for Bio-Technology (1985–1986), Taipei, Taiwan","台灣台北市生物技術開發中心台大生物技術館（1985至1986年）一樓平面草圖","[circa 1985]","[circa 1985]",1983,1987,"sheet: 39.7 x 27 cm","sheet: 39.7 x 27 cm","sheet","cm",,39.7,,"graphite on tracing paper","graphite on tracing paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14171,"CA     39     4    4     2   3",true,"CA39/4/4/2/3","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Floor plans and elevation, Bio-Technology Research Laboratory and Pilot Plant, Development Center for Bio-Technology (1985–1986), Taipei, Taiwan","台灣台北市生物技術開發中心台大生物技術館（1985至1986年）樓層平面圖及立面圖","[circa 1985]","[circa 1985]",1983,1987,"sheet: 29.7 x 42.4 cm","sheet: 29.7 x 42.4 cm","sheet","cm",,29.7,,"xerographic copy, ink, and graphite on transparent paper","xerographic copy, ink, and graphite on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14172,"CA     39     4    4     2   4",true,"CA39/4/4/2/4","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Floor plans, Bio-Technology Research Laboratory and Pilot Plant, Development Center for Bio-Technology (1985–1986), Taipei, Taiwan","台灣台北市生物技術開發中心台大生物技術館（1985至1986年）樓層平面圖","[circa 1985]","[circa 1985]",1983,1987,"sheet: 29.7 x 42.4 cm","sheet: 29.7 x 42.4 cm","sheet","cm",,29.7,,"xerographic copy and ink on transparent paper","xerographic copy and ink on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14173,"CA     39     4    4     2   5",true,"CA39/4/4/2/5","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Floor plans, staff house, Bio-Technology Research Laboratory and Pilot Plant, Development Center for Bio-Technology (1985–1986), Taipei, Taiwan","台灣台北市生物技術開發中心台大生物技術館（1985至1986年）員工住宅樓層平面圖","[circa 1985]","[circa 1985]",1983,1987,"sheet: 29.7 x 42.4 cm","sheet: 29.7 x 42.4 cm","sheet","cm",,29.7,,"xerographic copy, ink, and graphite on transparent paper","xerographic copy, ink, and graphite on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14174,"CA     39     4    4     3",true,"CA39/4/4/3","Design and Architecture","設計與建築","Architectural Photography","建築照片","File","案卷","Slides, Bio-Technology Research Laboratory and Pilot Plant, Development Center for Bio-Technology (1985–1986), Taipei, Taiwan","台灣台北市生物技術開發中心台大生物技術館（1985至1986年）幻燈片","[circa 1985–circa 1993]","[circa 1985–circa 1993]",1983,1995,"25 items","25 items",,,,,,"colour slide","colour slide","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14175,"CA     39     4    5     1",true,"CA39/4/5/1","Design and Architecture","設計與建築","Architectural Drawing","建築圖","File","案卷","Project file, Medical Research Building and Conference Center for Veterans General Hospital (circa 1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院研究大樓及會議中心（約1985至1989年）項目文件","[circa 1985–1988]","[circa 1985–1988]",1983,1988,"8 items","8 items",,,,,,"printout on paper; photocopy on paper; chromogenic colour print","printout on paper; photocopy on paper; chromogenic colour print","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14176,"CA     39     4    5     2   1",true,"CA39/4/5/2/1","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Basement and first floor plans, Medical Research Building and Conference Center for Veterans General Hospital (circa 1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院研究大樓及會議中心（約1985至1989年）地庫及一樓平面圖","[circa 1985–1988]","[circa 1985–1988]",1983,1988,"sheet: 57.5 x 83.3 cm","sheet: 57.5 x 83.3 cm","sheet","cm",,57.5,,"blackline print, photocopy, and graphite on transparent paper and tape","blackline print, photocopy, and graphite on transparent paper and tape","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14177,"CA     39     4    5     2   2",true,"CA39/4/5/2/2","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Second, third and fourth floor plans, Medical Research Building and Conference Center for Veterans General Hospital (circa 1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院研究大樓及會議中心（約1985至1989年）二、三、四樓平面圖","[circa 1985–1988]","[circa 1985–1988]",1983,1988,"sheet: 59.3 x 84.7 cm","sheet: 59.3 x 84.7 cm","sheet","cm",,59.3,,"blackline print and photocopy on transparent paper and tape","blackline print and photocopy on transparent paper and tape","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14178,"CA     39     4    5     2   3",true,"CA39/4/5/2/3","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Site plan and section, Medical Research Building and Conference Center for Veterans General Hospital (circa 1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院研究大樓及會議中心（約1985至1989年）工地平面圖及剖面圖","[circa 1985–1988]","[circa 1985–1988]",1983,1988,"sheet: 57.9 x 84.6 cm","sheet: 57.9 x 84.6 cm","sheet","cm",,57.9,,"blackline print, photocopy, and graphite on transparent paper and tape","blackline print, photocopy, and graphite on transparent paper and tape","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14179,"CA     39     4    5     2   4",true,"CA39/4/5/2/4","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Second, third and fourth floor plans, Medical Research Building and Conference Center for Veterans General Hospital (circa 1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院研究大樓及會議中心（約1985至1989年）二、三、四樓平面圖","[circa 1985–1988]","[circa 1985–1988]",1983,1988,"sheet: 29.7 x 42.8 cm","sheet: 29.7 x 42.8 cm","sheet","cm",,29.7,,"xerographic copy, ink, and graphite on transparent paper","xerographic copy, ink, and graphite on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14180,"CA     39     4    5     2   5",true,"CA39/4/5/2/5","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Elevations and section, Medical Research Building and Conference Center for Veterans General Hospital (circa 1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院研究大樓及會議中心（約1985至1989年）立面及剖面圖","[circa 1985–1988]","[circa 1985–1988]",1983,1988,"sheet: 30.3 x 42.7 cm","sheet: 30.3 x 42.7 cm","sheet","cm",,30.3,,"xerographic copy on transparent paper","xerographic copy on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14181,"CA     39     4    5     2   6",true,"CA39/4/5/2/6","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Copy basement floor plan, Medical Research Building, Veterans General Hospital (1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院研究大樓（約1985至1989年）地庫平面圖複本","26 May 1986, revised 1986–1988","26 May 1986, revised 1986–1988",1986,1988,"sheet: 29.9 x 43.1 cm","sheet: 29.9 x 43.1 cm","sheet","cm",,29.9,,"xerographic copy and coloured pencil on transparent paper","xerographic copy and coloured pencil on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14182,"CA     39     4    5     2   7",true,"CA39/4/5/2/7","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Copy first floor plan, Medical Research Building, Veterans General Hospital (1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院研究大樓（約1985至1989年）一樓平面圖複本","26 May 1986, revised 1986–1988","26 May 1986, revised 1986–1988",1986,1988,"sheet: 29.9 x 43.1 cm","sheet: 29.9 x 43.1 cm","sheet","cm",,29.9,,"xerographic copy on transparent paper","xerographic copy on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14183,"CA     39     4    5     2   8",true,"CA39/4/5/2/8","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Copy second floor plan, Medical Research Building, Veterans General Hospital (1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院研究大樓（約1985至1989年）二樓平面圖複本","26 May 1986, revised 1986–1988","26 May 1986, revised 1986–1988",1986,1988,"sheet: 29.9 x 43.1 cm","sheet: 29.9 x 43.1 cm","sheet","cm",,29.9,,"xerographic copy on transparent paper","xerographic copy on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14184,"CA     39     4    5     2   9",true,"CA39/4/5/2/9","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Copy third and fourth floor plans and external wall details, Medical Research Building, Veterans General Hospital (1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院研究大樓（約1985至1989年）三、四樓平面圖複本和外牆細節","26 May 1986, revised 1986–1988","26 May 1986, revised 1986–1988",1986,1988,"sheet: 29.9 x 43.1 cm","sheet: 29.9 x 43.1 cm","sheet","cm",,29.9,,"xerographic copy on transparent paper","xerographic copy on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14185,"CA     39     4    5     2  10",true,"CA39/4/5/2/10","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Copy first floor plan, Conference Center, Veterans General Hospital (1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院會議中心（約1985至1989年）一樓平面圖複本","26 May 1986, revised 1986–1988","26 May 1986, revised 1986–1988",1986,1988,"sheet: 29.9 x 43.1 cm","sheet: 29.9 x 43.1 cm","sheet","cm",,29.9,,"xerographic copy on transparent paper","xerographic copy on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14186,"CA     39     4    5     2  11",true,"CA39/4/5/2/11","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Copy second floor plan and engine room on roof, Conference Center, Veterans General Hospital (1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院會議中心（約1985至1989年）二樓平面圖複本","26 May 1986, revised 1986–1988","26 May 1986, revised 1986–1988",1986,1988,"sheet: 29.9 x 43.1 cm","sheet: 29.9 x 43.1 cm","sheet","cm",,29.9,,"xerographic copy on transparent paper","xerographic copy on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14187,"CA     39     4    5     2  12",true,"CA39/4/5/2/12","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Copy roof and tower plan, sections of pipes, Conference Center, Veterans General Hospital (1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院會議中心（約1985至1989年） 天台及屋塔平面圖複本，以及管道剖面圖複本","26 May 1986, revised 1986–1988","26 May 1986, revised 1986–1988",1986,1988,"sheet: 29.9 x 43.1 cm","sheet: 29.9 x 43.1 cm","sheet","cm",,29.9,,"xerographic copy on transparent paper","xerographic copy on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14188,"CA     39     4    5     3",true,"CA39/4/5/3","Design and Architecture","設計與建築","Architectural Photography","建築照片","File","案卷","Slides, Medical Research Building and Conference Center for Veterans General Hospital (circa 1985–1989), Tai-chung (Taichung), Taiwan","台灣台中榮民總醫院研究大樓及會議中心（約1985至1989年）幻燈片","[circa 1985–circa 1988]","[circa 1985–circa 1988]",1983,1988,"17 items","17 items",,,,,,"colour slide","colour slide","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14189,"CA     39     4    6     1",true,"CA39/4/6/1","Design and Architecture","設計與建築","Architectural Drawing","建築圖","File","案卷","Project file, Main Library, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學圖書館（1986至1989年）項目文件","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"11 items","11 items",,,,,,"printout on paper; photocopy on paper; chromogenic colour print","printout on paper; photocopy on paper; chromogenic colour print","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14190,"CA     39     4    6     2   1",true,"CA39/4/6/2/1","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Site plan, Main Library, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學圖書館（1986至1989年）工地平面圖","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"sheet: 29.9 x 44.3 cm","sheet: 29.9 x 44.3 cm","sheet","cm",,29.9,,"xerographic copy and ink on transparent paper","xerographic copy and ink on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14191,"CA     39     4    6     2   2",true,"CA39/4/6/2/2","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Floor plans, Main Library, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學圖書館（1986至1989年）樓層平面圖","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"sheet: 29.9 x 44.3 cm","sheet: 29.9 x 44.3 cm","sheet","cm",,29.9,,"xerographic copy and ink on transparent paper","xerographic copy and ink on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14192,"CA     39     4    6     2   3",true,"CA39/4/6/2/3","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Sections and elevations, Main Library, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學圖書館（1986至1989年）剖面及立面圖","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"sheet: 30 x 44.3 cm","sheet: 30 x 44.3 cm","sheet","cm",,30,,"xerographic copy and ink on transparent paper","xerographic copy and ink on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14193,"CA     39     4    6     2   4",true,"CA39/4/6/2/4","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Sections and elevations, Main Library, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學圖書館（1986至1989年）剖面及立面圖","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"sheet: 30 x 44.3 cm","sheet: 30 x 44.3 cm","sheet","cm",,30,,"xerographic copy and ink on transparent paper","xerographic copy and ink on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14194,"CA     39     4    6     2   5",true,"CA39/4/6/2/5","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Axonometric drawing, Main Library, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學圖書館（1986至1989年）軸測圖","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"sheet: 29.9 x 41.9 cm","sheet: 29.9 x 41.9 cm","sheet","cm",,29.9,,"blackline print and marker on transparent paper","blackline print and marker on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14195,"CA     39     4    6     2   6",true,"CA39/4/6/2/6","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Site plan, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學（1986至1989年）工地平面圖","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"sheet: 58.6 x 85 cm","sheet: 58.6 x 85 cm","sheet","cm",,58.6,,"blackline print and photocopy on transparent paper and tape","blackline print and photocopy on transparent paper and tape","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14196,"CA     39     4    6     2   7",true,"CA39/4/6/2/7","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Annotated floor plans, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學（1986至1989年）樓層平面圖連標註","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"sheet: 58.6 x 85 cm","sheet: 58.6 x 85 cm","sheet","cm",,58.6,,"blackline print and photocopy on transparent paper and tape","blackline print and photocopy on transparent paper and tape","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14197,"CA     39     4    6     2   8",true,"CA39/4/6/2/8","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Annotated floor plans, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學（1986至1989年）樓層平面圖連標註","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"sheet: 58.6 x 85 cm","sheet: 58.6 x 85 cm","sheet","cm",,58.6,,"blackline print and photocopy on transparent paper and tape","blackline print and photocopy on transparent paper and tape","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14198,"CA     39     4    6     2   9",true,"CA39/4/6/2/9","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Section and elevations, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學（1986至1989年）剖面及立面圖","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"sheet: 58.4 x 84 cm","sheet: 58.4 x 84 cm","sheet","cm",,58.4,,"blackline print and photocopy on transparent paper and tape","blackline print and photocopy on transparent paper and tape","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14199,"CA     39     4    6     2  10",true,"CA39/4/6/2/10","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Section and elevations, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學（1986至1989年）剖面及立面圖","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"sheet: 58 x 85 cm","sheet: 58 x 85 cm","sheet","cm",,58,,"blackline print and photocopy on transparent paper and tape","blackline print and photocopy on transparent paper and tape","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14200,"CA     39     4    6     3",true,"CA39/4/6/3","Design and Architecture","設計與建築","Architectural Photography","建築照片","File","案卷","Slides, Main Library, National Changhua University of Education (1986–1989), Chang-hua (Changhua), Taiwan","台灣彰化市國立彰化師範大學圖書館（1986至1989年）幻燈片","[circa 1986–circa 1989]","[circa 1986–circa 1989]",1984,1991,"9 items","9 items",,,,,,"colour slide","colour slide","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14201,"CA     39     4    7     1",true,"CA39/4/7/1","Design and Architecture","設計與建築","Architectural Drawing","建築圖","File","案卷","Project file, Main Library (circa 1987–1989), National Taiwan Ocean University, Jilong (Keelung), Taiwan","台灣基隆市國立台灣海洋大學總圖書館（約1987至1989年）項目文件","[circa 1987–1989]","[circa 1987–1989]",1985,1991,"9 items","9 items",,,,,,"printout on paper; photocopy on paper; chromogenic colour print","printout on paper; photocopy on paper; chromogenic colour print","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14202,"CA     39     4    7     2   1",true,"CA39/4/7/2/1","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Axonometric floor plans, Main Library (circa 1987–1989), National Taiwan Ocean University, Jilong (Keelung), Taiwan","台灣基隆市國立台灣海洋大學總圖書館（約1987至1989年）樓層軸測平面圖","[circa 1987–1989]","[circa 1987–1989]",1985,1991,"sheet: 42.2 x 29.6 cm","sheet: 42.2 x 29.6 cm","sheet","cm",,42.2,,"xerographic copy on transparent paper","xerographic copy on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14203,"CA     39     4    7     2   2",true,"CA39/4/7/2/2","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Site plan and floor plans, Main Library (circa 1987–1989), National Taiwan Ocean University, Jilong (Keelung), Taiwan","台灣基隆市國立台灣海洋大學總圖書館（約1987至1989年）工地及樓層平面圖","[circa 1987–1989]","[circa 1987–1989]",1985,1991,"sheet: 30 x 44.3 cm","sheet: 30 x 44.3 cm","sheet","cm",,30,,"xerographic copy and ink on transparent paper","xerographic copy and ink on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
14204,"CA     39     4    7     2   3",true,"CA39/4/7/2/3","Design and Architecture","設計與建築","Architectural Drawing","建築圖","Item","單件","Floor plans, Main Library (circa 1987–1989), National Taiwan Ocean University, Jilong (Keelung), Taiwan","台灣基隆市國立台灣海洋大學總圖書館（約1987至1989年）樓層平面圖","[circa 1987–1989]","[circa 1987–1989]",1985,1991,"sheet: 30 x 44.3 cm","sheet: 30 x 44.3 cm","sheet","cm",,30,,"xerographic copy and ink on transparent paper","xerographic copy and ink on transparent paper","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","M+, Hong Kong. Gift of Chiu-Hwa Wang, 2017","[]","[]","[]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0
